name,URL,string_date,birthday
Abdullah Öcalan,https://en.wikipedia.org//wiki/Abdullah_%C3%96calan,April_4,2020-04-04
Rudy Fernández,https://en.wikipedia.org//wiki/Rudy_Fern%C3%A1ndez_(basketball),April_4,2020-04-04
Sami Khedira,https://en.wikipedia.org//wiki/Sami_Khedira,April_4,2020-04-04
Richard Lugar,https://en.wikipedia.org//wiki/Richard_Lugar,April_4,2020-04-04
Shing-Tung Yau,https://en.wikipedia.org//wiki/Shing-Tung_Yau,April_4,2020-04-04
David E. Kelley,https://en.wikipedia.org//wiki/David_E._Kelley,April_4,2020-04-04
Thaddeus Stevens,https://en.wikipedia.org//wiki/Thaddeus_Stevens,April_4,2020-04-04
David Cross,https://en.wikipedia.org//wiki/David_Cross,April_4,2020-04-04
Caracalla,https://en.wikipedia.org//wiki/Caracalla,April_4,2020-04-04
Loris Capirossi,https://en.wikipedia.org//wiki/Loris_Capirossi,April_4,2020-04-04
Roberto Luongo,https://en.wikipedia.org//wiki/Roberto_Luongo,April_4,2020-04-04
Robert Downey Jr.,https://en.wikipedia.org//wiki/Robert_Downey_Jr.,April_4,2020-04-04
Spencer Tracy,https://en.wikipedia.org//wiki/Spencer_Tracy,April_5,2020-04-05
Dwain Chambers,https://en.wikipedia.org//wiki/Dwain_Chambers,April_5,2020-04-05
Jonathan Erlich,https://en.wikipedia.org//wiki/Jonathan_Erlich,April_5,2020-04-05
Aykut Kocaman,https://en.wikipedia.org//wiki/Aykut_Kocaman,April_5,2020-04-05
Diamond Dallas Page,https://en.wikipedia.org//wiki/Diamond_Dallas_Page,April_5,2020-04-05
Tom Finney,https://en.wikipedia.org//wiki/Tom_Finney,April_5,2020-04-05
Rachel Homan,https://en.wikipedia.org//wiki/Rachel_Homan,April_5,2020-04-05
Gregory Peck,https://en.wikipedia.org//wiki/Gregory_Peck,April_5,2020-04-05
Bette Davis,https://en.wikipedia.org//wiki/Bette_Davis,April_5,2020-04-05
Menachem Mendel Schneerson,https://en.wikipedia.org//wiki/Menachem_Mendel_Schneerson,April_5,2020-04-05
Leon Trotsky,https://en.wikipedia.org//wiki/Leon_Trotsky,April_5,2020-04-05
Booker T. Washington,https://en.wikipedia.org//wiki/Booker_T._Washington,April_5,2020-04-05
Thomas Hobbes,https://en.wikipedia.org//wiki/Thomas_Hobbes,April_5,2020-04-05
Melvyn Douglas,https://en.wikipedia.org//wiki/Melvyn_Douglas,April_5,2020-04-05
Robert Bloch,https://en.wikipedia.org//wiki/Robert_Bloch,April_5,2020-04-05
Roger Corman,https://en.wikipedia.org//wiki/Roger_Corman,April_5,2020-04-05
Colin Powell,https://en.wikipedia.org//wiki/Colin_Powell,April_5,2020-04-05
Nigel Hawthorne,https://en.wikipedia.org//wiki/Nigel_Hawthorne,April_5,2020-04-05
Saba Qamar,https://en.wikipedia.org//wiki/Saba_Qamar,April_5,2020-04-05
Darija Jurak,https://en.wikipedia.org//wiki/Darija_Jurak,April_5,2020-04-05
Alexandre Prémat,https://en.wikipedia.org//wiki/Alexandre_Pr%C3%A9mat,April_5,2020-04-05
Henrik Stenson,https://en.wikipedia.org//wiki/Henrik_Stenson,April_5,2020-04-05
Fernando Morientes,https://en.wikipedia.org//wiki/Fernando_Morientes,April_5,2020-04-05
John Hartson,https://en.wikipedia.org//wiki/John_Hartson,April_5,2020-04-05
Charlotte Flair,https://en.wikipedia.org//wiki/Charlotte_Flair,April_5,2020-04-05
Tom Coronel,https://en.wikipedia.org//wiki/Tom_Coronel,April_5,2020-04-05
Pharrell Williams,https://en.wikipedia.org//wiki/Pharrell_Williams,April_5,2020-04-05
David Winters,https://en.wikipedia.org//wiki/David_Winters_(choreographer),April_5,2020-04-05
Peter T. King,https://en.wikipedia.org//wiki/Peter_T._King,April_5,2020-04-05
Nguyễn Văn Thiệu,https://en.wikipedia.org//wiki/Nguy%E1%BB%85n_V%C4%83n_Thi%E1%BB%87u,April_5,2020-04-05
Akira Toriyama,https://en.wikipedia.org//wiki/Akira_Toriyama,April_5,2020-04-05
Marius Lăcătuș,https://en.wikipedia.org//wiki/Marius_L%C4%83c%C4%83tu%C8%99,April_5,2020-04-05
Gloria Macapagal-Arroyo,https://en.wikipedia.org//wiki/Gloria_Macapagal-Arroyo,April_5,2020-04-05
Merle Haggard,https://en.wikipedia.org//wiki/Merle_Haggard,April_6,2020-04-06
Barry Levinson,https://en.wikipedia.org//wiki/Barry_Levinson,April_6,2020-04-06
Bert Blyleven,https://en.wikipedia.org//wiki/Bert_Blyleven,April_6,2020-04-06
Michele Bachmann,https://en.wikipedia.org//wiki/Michele_Bachmann,April_6,2020-04-06
Rafael Correa,https://en.wikipedia.org//wiki/Rafael_Correa,April_6,2020-04-06
Robert Earnshaw,https://en.wikipedia.org//wiki/Robert_Earnshaw,April_6,2020-04-06
Ian Paisley,https://en.wikipedia.org//wiki/Ian_Paisley,April_6,2020-04-06
James Watson,https://en.wikipedia.org//wiki/James_Watson,April_6,2020-04-06
Mickey Cochrane,https://en.wikipedia.org//wiki/Mickey_Cochrane,April_6,2020-04-06
Maimonides,https://en.wikipedia.org//wiki/Maimonides,April_6,2020-04-06
Julie Ertz,https://en.wikipedia.org//wiki/Julie_Ertz,April_6,2020-04-06
André Previn,https://en.wikipedia.org//wiki/Andr%C3%A9_Previn,April_6,2020-04-06
William M. Branham,https://en.wikipedia.org//wiki/William_M._Branham,April_6,2020-04-06
James Wade,https://en.wikipedia.org//wiki/James_Wade,April_6,2020-04-06
Marco Schällibaum,https://en.wikipedia.org//wiki/Marco_Sch%C3%A4llibaum,April_6,2020-04-06
Bobby Bare,https://en.wikipedia.org//wiki/Bobby_Bare,April_7,2020-04-07
Franck Ribéry,https://en.wikipedia.org//wiki/Franck_Rib%C3%A9ry,April_7,2020-04-07
Suzann Pettersen,https://en.wikipedia.org//wiki/Suzann_Pettersen,April_7,2020-04-07
Victor Kraatz,https://en.wikipedia.org//wiki/Victor_Kraatz,April_7,2020-04-07
Russell Crowe,https://en.wikipedia.org//wiki/Russell_Crowe,April_7,2020-04-07
Tony Dorsett,https://en.wikipedia.org//wiki/Tony_Dorsett,April_7,2020-04-07
Gerhard Schröder,https://en.wikipedia.org//wiki/Gerhard_Schr%C3%B6der,April_7,2020-04-07
Freddie Hubbard,https://en.wikipedia.org//wiki/Freddie_Hubbard,April_7,2020-04-07
Daniel Ellsberg,https://en.wikipedia.org//wiki/Daniel_Ellsberg,April_7,2020-04-07
Billie Holiday,https://en.wikipedia.org//wiki/Billie_Holiday,April_7,2020-04-07
Martín Cáceres,https://en.wikipedia.org//wiki/Mart%C3%ADn_C%C3%A1ceres,April_7,2020-04-07
Adrián Beltré,https://en.wikipedia.org//wiki/Adri%C3%A1n_Beltr%C3%A9,April_7,2020-04-07
Tim Peake,https://en.wikipedia.org//wiki/Tim_Peake,April_7,2020-04-07
Jerry Brown,https://en.wikipedia.org//wiki/Jerry_Brown,April_7,2020-04-07
Trent Cotchin,https://en.wikipedia.org//wiki/Trent_Cotchin,April_7,2020-04-07
Jakub Smrž,https://en.wikipedia.org//wiki/Jakub_Smr%C5%BE,April_7,2020-04-07
James Garner,https://en.wikipedia.org//wiki/James_Garner,April_7,2020-04-07
Ravi Shankar,https://en.wikipedia.org//wiki/Ravi_Shankar,April_7,2020-04-07
John McGraw,https://en.wikipedia.org//wiki/John_McGraw,April_7,2020-04-07
Francis Ford Coppola,https://en.wikipedia.org//wiki/Francis_Ford_Coppola,April_7,2020-04-07
Mitch Daniels,https://en.wikipedia.org//wiki/Mitch_Daniels,April_7,2020-04-07
Randall Davidson,https://en.wikipedia.org//wiki/Randall_Davidson,April_7,2020-04-07
Francis Xavier,https://en.wikipedia.org//wiki/Francis_Xavier,April_7,2020-04-07
Jackie Chan,https://en.wikipedia.org//wiki/Jackie_Chan,April_7,2020-04-07
Gary Carter,https://en.wikipedia.org//wiki/Gary_Carter,April_8,2020-04-08
Betty Ford,https://en.wikipedia.org//wiki/Betty_Ford,April_8,2020-04-08
Ian Smith,https://en.wikipedia.org//wiki/Ian_Smith,April_8,2020-04-08
Iskandar of Johor,https://en.wikipedia.org//wiki/Iskandar_of_Johor,April_8,2020-04-08
John Havlicek,https://en.wikipedia.org//wiki/John_Havlicek,April_8,2020-04-08
Catfish Hunter,https://en.wikipedia.org//wiki/Catfish_Hunter,April_8,2020-04-08
Félix Hernández,https://en.wikipedia.org//wiki/F%C3%A9lix_Hern%C3%A1ndez,April_8,2020-04-08
Amit Trivedi,https://en.wikipedia.org//wiki/Amit_Trivedi,April_8,2020-04-08
Ron Johnson,https://en.wikipedia.org//wiki/Ron_Johnson_(Wisconsin_politician),April_8,2020-04-08
Seymour Hersh,https://en.wikipedia.org//wiki/Seymour_Hersh,April_8,2020-04-08
Kim Jong-hyun,https://en.wikipedia.org//wiki/Kim_Jong-hyun_(singer),April_8,2020-04-08
Tom DeLay,https://en.wikipedia.org//wiki/Tom_DeLay,April_8,2020-04-08
Patricia Arquette,https://en.wikipedia.org//wiki/Patricia_Arquette,April_8,2020-04-08
John Schneider,https://en.wikipedia.org//wiki/John_Schneider_(screen_actor),April_8,2020-04-08
Grzegorz Lato,https://en.wikipedia.org//wiki/Grzegorz_Lato,April_8,2020-04-08
Gennady Golovkin,https://en.wikipedia.org//wiki/Gennady_Golovkin,April_8,2020-04-08
Kofi Annan,https://en.wikipedia.org//wiki/Kofi_Annan,April_8,2020-04-08
Edmund Husserl,https://en.wikipedia.org//wiki/Edmund_Husserl,April_8,2020-04-08
Philip IV of Spain,https://en.wikipedia.org//wiki/Philip_IV_of_Spain,April_8,2020-04-08
Montero Lamar Hill,https://en.wikipedia.org//wiki/Lil_Nas_X,April_9,2020-04-09
Léon Blum,https://en.wikipedia.org//wiki/L%C3%A9on_Blum,April_9,2020-04-09
Curly Lambeau,https://en.wikipedia.org//wiki/Curly_Lambeau,April_9,2020-04-09
J. William Fulbright,https://en.wikipedia.org//wiki/J._William_Fulbright,April_9,2020-04-09
Paul Arizin,https://en.wikipedia.org//wiki/Paul_Arizin,April_9,2020-04-09
Leopold II of Belgium,https://en.wikipedia.org//wiki/Leopold_II_of_Belgium,April_9,2020-04-09
Miguel Ángel Russo,https://en.wikipedia.org//wiki/Miguel_%C3%81ngel_Russo,April_9,2020-04-09
Seve Ballesteros,https://en.wikipedia.org//wiki/Seve_Ballesteros,April_9,2020-04-09
Robbie Fowler,https://en.wikipedia.org//wiki/Robbie_Fowler,April_9,2020-04-09
Kristen Stewart,https://en.wikipedia.org//wiki/Kristen_Stewart,April_9,2020-04-09
Jackie Evancho,https://en.wikipedia.org//wiki/Jackie_Evancho,April_9,2020-04-09
Hugh Gaitskell,https://en.wikipedia.org//wiki/Hugh_Gaitskell,April_9,2020-04-09
Iain Duncan Smith,https://en.wikipedia.org//wiki/Iain_Duncan_Smith,April_9,2020-04-09
Cynthia Nixon,https://en.wikipedia.org//wiki/Cynthia_Nixon,April_9,2020-04-09
Jacques Villeneuve,https://en.wikipedia.org//wiki/Jacques_Villeneuve,April_9,2020-04-09
Isambard Kingdom Brunel,https://en.wikipedia.org//wiki/Isambard_Kingdom_Brunel,April_9,2020-04-09
Jenna Jameson,https://en.wikipedia.org//wiki/Jenna_Jameson,April_9,2020-04-09
Eric Harris,https://en.wikipedia.org//wiki/Eric_Harris_and_Dylan_Klebold,April_9,2020-04-09
Paul Robeson,https://en.wikipedia.org//wiki/Paul_Robeson,April_9,2020-04-09
Leighton Meester,https://en.wikipedia.org//wiki/Leighton_Meester,April_9,2020-04-09
Helenio Herrera,https://en.wikipedia.org//wiki/Helenio_Herrera,April_10,2020-04-10
Tore Reginiussen,https://en.wikipedia.org//wiki/Tore_Reginiussen,April_10,2020-04-10
Sadio Mané,https://en.wikipedia.org//wiki/Sadio_Man%C3%A9,April_10,2020-04-10
Mel Blount,https://en.wikipedia.org//wiki/Mel_Blount,April_10,2020-04-10
Eric Greitens,https://en.wikipedia.org//wiki/Eric_Greitens,April_10,2020-04-10
Thanasi Kokkinakis,https://en.wikipedia.org//wiki/Thanasi_Kokkinakis,April_10,2020-04-10
Corey Kluber,https://en.wikipedia.org//wiki/Corey_Kluber,April_10,2020-04-10
Mike Hawthorn,https://en.wikipedia.org//wiki/Mike_Hawthorn,April_10,2020-04-10
Mandy Moore,https://en.wikipedia.org//wiki/Mandy_Moore,April_10,2020-04-10
Kasey Kahne,https://en.wikipedia.org//wiki/Kasey_Kahne,April_10,2020-04-10
Omar Sharif,https://en.wikipedia.org//wiki/Omar_Sharif,April_10,2020-04-10
Roberto Carlos,https://en.wikipedia.org//wiki/Roberto_Carlos,April_10,2020-04-10
Marshall Warren Nirenberg,https://en.wikipedia.org//wiki/Marshall_Warren_Nirenberg,April_10,2020-04-10
Vincent Kompany,https://en.wikipedia.org//wiki/Vincent_Kompany,April_10,2020-04-10
William Hazlitt,https://en.wikipedia.org//wiki/William_Hazlitt,April_10,2020-04-10
Steven Seagal,https://en.wikipedia.org//wiki/Steven_Seagal,April_10,2020-04-10
John Madden,https://en.wikipedia.org//wiki/John_Madden,April_10,2020-04-10
Hugo Grotius,https://en.wikipedia.org//wiki/Hugo_Grotius,April_10,2020-04-10
Mark Teixeira,https://en.wikipedia.org//wiki/Mark_Teixeira,April_11,2020-04-11
Jason Varitek,https://en.wikipedia.org//wiki/Jason_Varitek,April_11,2020-04-11
Joel Grey,https://en.wikipedia.org//wiki/Joel_Grey,April_11,2020-04-11
Elizabeth Smylie,https://en.wikipedia.org//wiki/Elizabeth_Smylie,April_11,2020-04-11
Charles Evans Hughes,https://en.wikipedia.org//wiki/Charles_Evans_Hughes,April_11,2020-04-11
Edward Everett,https://en.wikipedia.org//wiki/Edward_Everett,April_11,2020-04-11
Septimius Severus,https://en.wikipedia.org//wiki/Septimius_Severus,April_11,2020-04-11
Dele Alli,https://en.wikipedia.org//wiki/Dele_Alli,April_11,2020-04-11
Thiago Alcântara,https://en.wikipedia.org//wiki/Thiago_Alc%C3%A2ntara,April_11,2020-04-11
Joss Stone,https://en.wikipedia.org//wiki/Joss_Stone,April_11,2020-04-11
Ian Bell,https://en.wikipedia.org//wiki/Ian_Bell,April_11,2020-04-11
Keiji Tamada,https://en.wikipedia.org//wiki/Keiji_Tamada,April_11,2020-04-11
Àlex Corretja,https://en.wikipedia.org//wiki/%C3%80lex_Corretja,April_11,2020-04-11
Trevor Linden,https://en.wikipedia.org//wiki/Trevor_Linden,April_11,2020-04-11
Brennan Poole,https://en.wikipedia.org//wiki/Brennan_Poole,April_11,2020-04-11
Bret Saberhagen,https://en.wikipedia.org//wiki/Bret_Saberhagen,April_11,2020-04-11
Kevin Brady,https://en.wikipedia.org//wiki/Kevin_Brady,April_11,2020-04-11
Jeremy Clarkson,https://en.wikipedia.org//wiki/Jeremy_Clarkson,April_11,2020-04-11
Saoirse Ronan,https://en.wikipedia.org//wiki/Saoirse_Ronan,April_12,2020-04-12
Henry Clay,https://en.wikipedia.org//wiki/Henry_Clay,April_12,2020-04-12
Ioannis Metaxas,https://en.wikipedia.org//wiki/Ioannis_Metaxas,April_12,2020-04-12
Addie Joss,https://en.wikipedia.org//wiki/Addie_Joss,April_12,2020-04-12
Alan Ayckbourn,https://en.wikipedia.org//wiki/Alan_Ayckbourn,April_12,2020-04-12
Bobby Moore,https://en.wikipedia.org//wiki/Bobby_Moore,April_12,2020-04-12
Hiroki Sakai,https://en.wikipedia.org//wiki/Hiroki_Sakai,April_12,2020-04-12
Kaitlyn Weaver,https://en.wikipedia.org//wiki/Kaitlyn_Weaver,April_12,2020-04-12
Marcel Granollers,https://en.wikipedia.org//wiki/Marcel_Granollers,April_12,2020-04-12
Tulsi Gabbard,https://en.wikipedia.org//wiki/Tulsi_Gabbard,April_12,2020-04-12
Grant Holt,https://en.wikipedia.org//wiki/Grant_Holt,April_12,2020-04-12
Carlos Sainz,https://en.wikipedia.org//wiki/Carlos_Sainz,April_12,2020-04-12
Marcello Lippi,https://en.wikipedia.org//wiki/Marcello_Lippi,April_12,2020-04-12
David Letterman,https://en.wikipedia.org//wiki/David_Letterman,April_12,2020-04-12
Jacob Zuma,https://en.wikipedia.org//wiki/Jacob_Zuma,April_12,2020-04-12
Carlos Reutemann,https://en.wikipedia.org//wiki/Carlos_Reutemann,April_12,2020-04-12
Herbie Hancock,https://en.wikipedia.org//wiki/Herbie_Hancock,April_12,2020-04-12
Curtis Turner,https://en.wikipedia.org//wiki/Curtis_Turner,April_12,2020-04-12
Jelena Dokic,https://en.wikipedia.org//wiki/Jelena_Dokic,April_12,2020-04-12
Claire Danes,https://en.wikipedia.org//wiki/Claire_Danes,April_12,2020-04-12
Christian Panucci,https://en.wikipedia.org//wiki/Christian_Panucci,April_12,2020-04-12
Max Weinberg,https://en.wikipedia.org//wiki/Max_Weinberg,April_13,2020-04-13
Max Mosley,https://en.wikipedia.org//wiki/Max_Mosley,April_13,2020-04-13
Christopher Hitchens,https://en.wikipedia.org//wiki/Christopher_Hitchens,April_13,2020-04-13
"Bob Casey, Jr.","https://en.wikipedia.org//wiki/Bob_Casey,_Jr.",April_13,2020-04-13
Thomas Jefferson,https://en.wikipedia.org//wiki/Thomas_Jefferson,April_13,2020-04-13
Darren Turner,https://en.wikipedia.org//wiki/Darren_Turner,April_13,2020-04-13
Tatiana Navka,https://en.wikipedia.org//wiki/Tatiana_Navka,April_13,2020-04-13
Catherine de' Medici,https://en.wikipedia.org//wiki/Catherine_de%27_Medici,April_13,2020-04-13
Dan Gurney,https://en.wikipedia.org//wiki/Dan_Gurney,April_13,2020-04-13
Rudi Völler,https://en.wikipedia.org//wiki/Rudi_V%C3%B6ller,April_13,2020-04-13
Stanley Donen,https://en.wikipedia.org//wiki/Stanley_Donen,April_13,2020-04-13
Carles Puyol,https://en.wikipedia.org//wiki/Carles_Puyol,April_13,2020-04-13
György Lukács,https://en.wikipedia.org//wiki/Gy%C3%B6rgy_Luk%C3%A1cs,April_13,2020-04-13
Julius Nyerere,https://en.wikipedia.org//wiki/Julius_Nyerere,April_13,2020-04-13
Frank Murphy,https://en.wikipedia.org//wiki/Frank_Murphy,April_13,2020-04-13
Jacques Lacan,https://en.wikipedia.org//wiki/Jacques_Lacan,April_13,2020-04-13
Samuel Beckett,https://en.wikipedia.org//wiki/Samuel_Beckett,April_13,2020-04-13
Harold Stassen,https://en.wikipedia.org//wiki/Harold_Stassen,April_13,2020-04-13
Seamus Heaney,https://en.wikipedia.org//wiki/Seamus_Heaney,April_13,2020-04-13
Michael Stuart Brown,https://en.wikipedia.org//wiki/Michael_Stuart_Brown,April_13,2020-04-13
John W. Davis,https://en.wikipedia.org//wiki/John_W._Davis,April_13,2020-04-13
Garry Kasparov,https://en.wikipedia.org//wiki/Garry_Kasparov,April_13,2020-04-13
Davis Love III,https://en.wikipedia.org//wiki/Davis_Love_III,April_13,2020-04-13
Colleen Clinkenbeard,https://en.wikipedia.org//wiki/Colleen_Clinkenbeard,April_13,2020-04-13
Claudio Bravo,https://en.wikipedia.org//wiki/Claudio_Bravo,April_13,2020-04-13
Anderson,"https://en.wikipedia.org//wiki/Anderson_(footballer,_born_1988)",April_13,2020-04-13
Anastasija Sevastova,https://en.wikipedia.org//wiki/Anastasija_Sevastova,April_13,2020-04-13
Ron Perlman,https://en.wikipedia.org//wiki/Ron_Perlman,April_13,2020-04-13
Sarah Michelle Gellar,https://en.wikipedia.org//wiki/Sarah_Michelle_Gellar,April_14,2020-04-14
Anderson Silva,https://en.wikipedia.org//wiki/Anderson_Silva,April_14,2020-04-14
Greg Maddux,https://en.wikipedia.org//wiki/Greg_Maddux,April_14,2020-04-14
Averroes,https://en.wikipedia.org//wiki/Averroes,April_14,2020-04-14
Philip III of Spain,https://en.wikipedia.org//wiki/Philip_III_of_Spain,April_14,2020-04-14
Christiaan Huygens,https://en.wikipedia.org//wiki/Christiaan_Huygens,April_14,2020-04-14
George Grey,https://en.wikipedia.org//wiki/George_Grey,April_14,2020-04-14
Pete Rose,https://en.wikipedia.org//wiki/Pete_Rose,April_14,2020-04-14
Julie Christie,https://en.wikipedia.org//wiki/Julie_Christie,April_14,2020-04-14
Francis Collins,https://en.wikipedia.org//wiki/Francis_Collins,April_14,2020-04-14
Peter Capaldi,https://en.wikipedia.org//wiki/Peter_Capaldi,April_14,2020-04-14
Brian Adams,https://en.wikipedia.org//wiki/Brian_Adams_(wrestler),April_14,2020-04-14
